Datetime,Open,High,Low,Close,Volume
2026-03-12 07:00:00,5144.45751953125,5144.45751953125,5137.40673828125,5140.63671875,1392672.0
2026-03-12 07:15:00,5140.81884765625,5149.4912109375,5140.81884765625,5149.4912109375,12114336.0
2026-03-12 07:30:00,5150.078125,5155.56103515625,5150.078125,5154.45263671875,0.0
2026-03-12 07:45:00,5154.376953125,5154.376953125,5151.447265625,5151.9013671875,0.0
2026-03-12 08:00:00,5151.935546875,5158.07373046875,5151.935546875,5154.6220703125,345888.0
2026-03-12 08:15:00,5155.22119140625,5156.99853515625,5155.22119140625,5156.76611328125,0.0
2026-03-12 08:30:00,5156.74462890625,5160.255859375,5155.7373046875,5160.255859375,59232.0
2026-03-12 08:45:00,5160.81689453125,5166.52001953125,5160.81689453125,5164.70361328125,145024.0
2026-03-12 09:00:00,5164.97705078125,5169.63525390625,5164.97705078125,5169.63525390625,0.0
2026-03-12 09:15:00,5169.57958984375,5170.15478515625,5168.1123046875,5168.1123046875,0.0
2026-03-12 09:30:00,5167.67919921875,5167.67919921875,5157.57421875,5157.57421875,14944.0
2026-03-12 09:45:00,5157.4375,5157.4375,5150.74169921875,5152.31982421875,5600.0
2026-03-12 10:00:00,5152.02587890625,5152.91455078125,5150.8623046875,5152.8212890625,0.0
2026-03-12 10:15:00,5152.716796875,5152.716796875,5150.19482421875,5151.15380859375,402720.0
2026-03-12 10:30:00,5151.388671875,5151.388671875,5149.953125,5150.59423828125,0.0
2026-03-12 10:45:00,5150.82421875,5152.7109375,5150.82421875,5152.7109375,0.0
2026-03-12 11:00:00,5152.658203125,5152.73388671875,5150.23876953125,5150.36962890625,2564160.0
2026-03-12 11:15:00,5150.4013671875,5150.71484375,5149.89990234375,5149.97900390625,261024.0
2026-03-12 11:30:00,5150.0146484375,5150.0146484375,5144.6669921875,5144.6669921875,4880672.0
2026-03-12 11:45:00,5144.6533203125,5144.6533203125,5141.23388671875,5141.23388671875,1055136.0
2026-03-12 12:00:00,5141.4189453125,5145.34765625,5141.39794921875,5145.34375,36544.0
2026-03-12 12:15:00,5145.318359375,5145.84765625,5141.26318359375,5141.26318359375,517696.0
2026-03-12 12:30:00,5141.20654296875,5149.66650390625,5141.20654296875,5149.66650390625,0.0
2026-03-12 12:45:00,5149.67626953125,5153.1181640625,5149.67626953125,5152.64697265625,0.0
2026-03-12 13:00:00,5152.64892578125,5154.03369140625,5151.6806640625,5151.90087890625,0.0
2026-03-12 13:15:00,5151.97607421875,5152.3701171875,5148.16259765625,5152.33447265625,0.0
2026-03-12 13:30:00,5152.43359375,5162.9775390625,5152.43359375,5162.9775390625,20239936.0
