direction,score,setup,reclaim,bars_since_flip,flip_time,event_time,entry_price,flip_level,protect_level,forecast_direction,forecast_score,atr_pct,stoch_d,recent_vix_spike,wait,flip_pos,event_pos,favorable_move_pct,adverse_move_pct,end_move_pct,bars_to_peak,favorable_move_atr,favorable_move_risk,stop_risk_pct,symbol,major_move_cutoff_pct,major_move,stoch_k
BUY,72.0,POST_FLIP_RECLAIM,True,2,2026-05-18 18:00:00,2026-05-18 18:30:00,1.5230000019073486,1.5110000371932983,1.4780000448226929,BUY,85.97877600361295,0.6237700706522669,93.72289525906224,False,2,6854,6856,7.682205097899553,2.3637566189333783,6.369008715662754,51,12.315764188343291,2.6000021192782796,2.9546918600327965,NEAR-USD,3.0,True,
BUY,74.0,EARLY_FLIP,False,0,2026-03-16 09:30:00,2026-03-16 09:30:00,2176.408935546875,2176.467041015625,2171.390869140625,BUY,80.20004026860477,0.42790617742570003,12.129124539038498,False,0,970,970,7.662387791852239,0.07514663352841096,7.576281573168243,64,17.906700571488493,33.232898705848015,0.2305663390868725,ETH-USD,3.0,True,
BUY,80.0,POST_FLIP_RECLAIM,True,1,2026-04-06 05:30:00,2026-04-06 05:45:00,8.94349193572998,8.86934757232666,8.820571899414062,BUY,92.0,0.29619311247103136,50.064303359664315,False,1,2970,2971,7.64851010313469,0.00806147965899941,4.563671880290033,15,25.82271423979428,5.564950229263487,1.3744076385292234,AVAX-USD,3.0,True,
BUY,78.0,EARLY_FLIP,False,0,2026-03-13 04:00:00,2026-03-13 04:00:00,0.0943975076079368,0.0943975076079368,0.0941551104187965,BUY,90.39278239826712,0.23034831267687328,6.533132313428827,False,0,660,660,7.613534179138677,0.2326552573481764,6.345828618388376,63,33.052268065964725,29.649628081393637,0.2567834631260175,DOGE-USD,3.0,True,
BUY,70.0,POST_FLIP_RECLAIM,True,3,2026-05-08 13:15:00,2026-05-08 14:00:00,1.487357497215271,1.4863810539245603,1.4818646907806396,BUY,92.0,0.24983680359203958,70.33601372156252,False,3,5875,5878,7.573332358729068,-0.03440769828367861,6.430360397596862,58,30.3131174024129,20.507281290014543,0.3692996771062332,NEAR-USD,3.0,True,
BUY,84.47291664240349,EARLY_FLIP,False,0,2026-04-16 16:00:00,2026-04-16 16:00:00,1.256999969482422,1.2610000371932983,1.246000051498413,BUY,67.36458321201742,0.9830648019491824,12.931830010236709,True,0,3972,3972,7.557679468309467,0.5568790495121794,4.534609577712699,43,7.687875156677765,8.636430630513278,0.8750929396234034,DOT-USD,3.0,True,
BUY,84.54695825794131,EARLY_FLIP,False,0,2026-03-16 15:00:00,2026-03-16 15:00:00,1.4011269807815552,1.4018994569778442,1.3960883617401123,BUY,67.73479128970659,0.3838939958761238,9.138375867640043,True,0,800,800,7.529056226206565,1.9561909404896667,6.903268429289831,62,19.612331286983885,20.936617219107106,0.3596118774782501,NEAR-USD,3.0,True,
BUY,75.0,POST_FLIP_RECLAIM,True,1,2026-05-14 19:00:00,2026-05-14 19:15:00,1.4419000148773191,1.437800049781799,1.4313000440597534,BUY,92.0,0.26453092994016064,60.2283553085363,False,1,6666,6667,7.497048084028386,0.24273421909275064,2.83653454241873,27,28.340913048331583,10.198135381639704,0.7351391017544009,XRP-USD,3.0,True,
BUY,78.0,EARLY_FLIP,False,0,2026-03-13 04:45:00,2026-03-13 04:45:00,0.0945213362574577,0.0945213362574577,0.0941734015941619,BUY,92.0,0.21368993188035662,32.95346357839252,False,0,663,663,7.472553960965738,0.1734765760510101,6.171566347341428,60,34.96914382072789,20.300241975199693,0.36810171869353936,DOGE-USD,3.0,True,
BUY,88.0,EARLY_FLIP,False,0,2026-04-14 01:30:00,2026-04-14 01:30:00,2230.4697265625,2230.4697265625,2220.080322265625,BUY,92.0,0.3857274080502967,10.76900235995439,False,0,3722,3722,7.466152598006744,0.06299252933777175,6.5560282153992055,56,19.356033411639753,16.028856773587123,0.465794454555843,ETH-USD,3.0,True,
BUY,76.0,EARLY_FLIP,False,0,2026-03-12 22:00:00,2026-03-12 22:00:00,1.3208980560302734,1.321924924850464,1.3059000968933103,BUY,86.21885643190129,0.4215992290804105,18.376304730887195,True,0,444,444,7.443484479395146,0.3181536277798563,2.6882821852018175,43,17.65535600155348,6.555614726735031,1.1354365364149932,NEAR-USD,3.0,True,
BUY,73.45101488451076,EARLY_FLIP,False,0,2026-04-07 00:15:00,2026-04-07 00:15:00,219.7400054931641,219.7599029541016,217.75010681152344,BUY,77.25507442255376,0.6939758953437847,3.7532575052606156,False,0,977,977,7.395054510901103,1.9864409684379853,6.3165510498975594,64,10.65606825902463,8.166191243002721,0.9055695967489894,AMD,3.0,True,
BUY,72.0,POST_FLIP_RECLAIM,True,2,2026-04-08 02:15:00,2026-04-08 02:45:00,2110.76025390625,2098.798095703125,2083.0107421875,BUY,92.0,0.3692788191775778,55.53630063353378,False,2,3149,3151,7.390031130019476,-0.02354934965162924,6.439081556857221,15,20.01206336848087,5.6212102549664795,1.3146690472021036,ETH-USD,3.0,True,
BUY,75.0,POST_FLIP_RECLAIM,True,1,2026-05-08 10:15:00,2026-05-08 10:30:00,1.4798943996429443,1.4757864475250244,1.4670000076293943,BUY,92.0,0.3479001983181152,91.12915309698109,False,1,5863,5864,7.37252516341296,-0.007894151352147298,6.088654219576948,49,21.191494569576598,8.461475879666292,0.8713048726085504,NEAR-USD,3.0,True,
BUY,86.0,POST_FLIP_RECLAIM,True,1,2026-05-20 19:45:00,2026-05-20 20:00:00,1.6579999923706057,1.649999976158142,1.6269999742507937,BUY,92.0,0.6332929340588348,41.475437111534156,False,1,7053,7054,7.297952476188326,1.2665879223877192,6.694816739802762,63,11.523817942219965,3.9032251862163307,1.869723658773257,NEAR-USD,3.0,True,
BUY,76.0,EARLY_FLIP,False,0,2026-04-02 02:00:00,2026-04-02 02:00:00,210.9949951171875,211.1100006103516,208.7700042724609,BUY,92.0,0.47394127526583124,7.779342803715823,True,0,932,932,7.258467165489023,4.917178245975778,2.8934387675581346,31,15.31511928649343,6.883175487083023,1.0545230437768545,AMD,3.0,True,
